Source.Port,Destination.Port,URG.Flag.Count,min_seg_size_forward,L7Protocol,ProtocolName
44638,443,0,32,126,GOOGLE
58035,3128,0,20,70,YAHOO
37865,80,0,32,40,CONTENT_FLASH
58258,443,0,32,126,GOOGLE
41204,80,0,32,7,HTTP
43207,443,0,32,126,GOOGLE
46944,443,0,32,91,SSL
53376,3128,0,20,131,HTTP_PROXY
52498,80,0,32,178,AMAZON
62963,3128,0,20,130,HTTP_CONNECT
44523,3128,0,32,124,YOUTUBE
52030,3128,1,20,126,GOOGLE
3128,49828,1,20,7,HTTP
54058,3128,0,20,126,GOOGLE
52710,443,0,32,126,GOOGLE
62566,3128,0,20,126,GOOGLE
43838,443,1,32,91,SSL
3128,2530,1,32,7,HTTP
3128,63225,0,20,7,HTTP
43724,443,0,32,91,SSL
3128,63995,1,20,7,HTTP
56133,3128,0,32,126,GOOGLE
55737,443,0,32,126,GOOGLE
3128,50153,0,20,7,HTTP
3128,56606,1,20,7,HTTP
3128,3973,0,20,131,HTTP_PROXY
50443,3128,0,20,219,OFFICE_365
3128,49867,1,20,126,GOOGLE
53338,3128,0,20,131,HTTP_PROXY
50445,3128,0,20,124,YOUTUBE
53424,3128,0,32,126,GOOGLE
38122,443,0,32,126,GOOGLE
3128,4345,1,20,7,HTTP
33820,443,0,32,124,YOUTUBE
54964,3128,0,20,130,HTTP_CONNECT
51214,3128,0,20,131,HTTP_PROXY
56280,443,0,32,126,GOOGLE
62691,3128,0,20,130,HTTP_CONNECT
443,41865,0,32,91,SSL
39545,443,0,32,91,SSL
59807,3128,0,20,130,HTTP_CONNECT
54527,443,1,32,124,YOUTUBE
51339,3128,0,20,130,HTTP_CONNECT
51615,3128,0,20,131,HTTP_PROXY
35308,443,0,32,91,SSL
55771,3128,0,20,7,HTTP
40929,443,0,32,91,SSL
50407,3128,0,20,131,HTTP_PROXY
53680,80,0,32,68,MSN
45978,443,1,32,126,GOOGLE
51128,3128,0,20,126,GOOGLE
56807,80,0,32,7,HTTP
50431,3128,0,20,126,GOOGLE
3128,61090,1,20,7,HTTP
3128,49640,1,20,7,HTTP
6073,3128,0,20,124,YOUTUBE
52313,3128,0,20,126,GOOGLE
54944,53,0,20,126,GOOGLE
38040,443,0,32,126,GOOGLE
50249,3128,0,20,130,HTTP_CONNECT
59478,80,1,32,7,HTTP
60903,3128,1,20,130,HTTP_CONNECT
3128,52308,0,20,7,HTTP
49758,3128,0,20,131,HTTP_PROXY
45705,80,0,32,178,AMAZON
3128,65177,0,20,131,HTTP_PROXY
54975,3128,1,20,124,YOUTUBE
443,48790,0,32,125,SKYPE
58866,443,0,32,91,SSL
51860,3128,1,20,131,HTTP_PROXY
58737,443,0,32,126,GOOGLE
51353,443,0,32,126,GOOGLE
47247,443,0,32,91,SSL
52524,3128,0,20,131,HTTP_PROXY
60609,80,0,32,126,GOOGLE
50197,80,1,32,7,HTTP
39196,443,0,32,156,SPOTIFY
1636,3128,0,20,131,HTTP_PROXY
55366,3128,0,20,131,HTTP_PROXY
38503,443,0,32,91,SSL
50914,3128,0,20,131,HTTP_PROXY
54700,3128,1,20,126,GOOGLE
59091,443,1,32,124,YOUTUBE
64093,3128,0,20,130,HTTP_CONNECT
51982,3128,0,20,142,WHATSAPP
33162,443,0,32,126,GOOGLE
56816,80,0,32,7,HTTP
34471,5223,0,20,140,APPLE
54529,3128,0,20,212,MICROSOFT
3318,3128,0,20,130,HTTP_CONNECT
52667,3128,0,20,126,GOOGLE
59337,3128,1,20,130,HTTP_CONNECT
39236,443,1,32,126,GOOGLE
1447,3128,1,20,123,GOOGLE_MAPS
80,44030,0,32,7,HTTP
50497,3128,1,20,126,GOOGLE
3128,64003,1,20,7,HTTP
48796,443,0,32,122,GMAIL
443,60104,1,32,91,SSL
53825,80,0,32,178,AMAZON
53460,443,0,32,124,YOUTUBE
52403,3128,0,20,130,HTTP_CONNECT
49933,3128,0,20,131,HTTP_PROXY
49576,3128,1,20,126,GOOGLE
48127,443,1,32,126,GOOGLE
443,33067,0,32,126,GOOGLE
443,50051,0,32,126,GOOGLE
48088,80,0,32,7,HTTP
33407,443,0,32,126,GOOGLE
3128,36398,1,20,7,HTTP
60789,3128,0,20,130,HTTP_CONNECT
37146,80,1,32,7,HTTP
3128,54031,1,20,7,HTTP
51903,3128,0,20,131,HTTP_PROXY
64696,3128,0,20,7,HTTP
36718,443,0,32,122,GMAIL
3128,3594,1,20,7,HTTP
50759,3128,0,20,124,YOUTUBE
57499,443,0,32,126,GOOGLE
58284,443,0,32,91,SSL
3128,51490,0,32,7,HTTP
44234,80,1,32,7,HTTP
58029,3128,0,20,126,GOOGLE
53028,443,0,32,91,SSL
42313,443,0,32,126,GOOGLE
45194,443,0,32,126,GOOGLE
3128,52780,1,20,7,HTTP
49931,3128,0,20,131,HTTP_PROXY
60665,80,0,20,7,HTTP
52390,3128,1,20,130,HTTP_CONNECT
3128,52692,1,32,7,HTTP
55240,3128,0,20,131,HTTP_PROXY
3128,34434,0,32,7,HTTP
2821,3128,0,20,126,GOOGLE
51643,80,1,32,7,HTTP
54141,443,0,32,126,GOOGLE
49118,443,0,32,122,GMAIL
58158,3128,0,20,122,GMAIL
56637,443,0,32,91,SSL
45066,80,1,32,126,GOOGLE
39198,80,0,32,178,AMAZON
3128,49320,1,20,7,HTTP
52461,3128,0,20,130,HTTP_CONNECT
52378,443,1,32,91,SSL
51771,3128,1,20,131,HTTP_PROXY
39540,443,1,32,91,SSL
51611,443,0,32,124,YOUTUBE
3128,59468,0,20,7,HTTP
48271,443,0,32,126,GOOGLE
3128,49216,0,20,7,HTTP
51023,3128,0,20,126,GOOGLE
55220,443,0,32,126,GOOGLE
55296,443,0,32,126,GOOGLE
52885,3128,0,20,120,TWITTER
37764,443,0,32,91,SSL
48663,443,0,20,91,SSL
49665,3128,0,20,131,HTTP_PROXY
45818,443,0,32,126,GOOGLE
3463,3128,0,32,130,HTTP_CONNECT
3128,55567,1,20,7,HTTP
3128,54282,0,20,131,HTTP_PROXY
55677,443,0,32,126,GOOGLE
55642,3128,1,20,130,HTTP_CONNECT
53348,3128,1,20,126,GOOGLE
49964,3128,0,20,119,FACEBOOK
3128,49971,1,20,7,HTTP
50021,3128,0,20,130,HTTP_CONNECT
52045,3128,1,20,130,HTTP_CONNECT
3128,53537,1,20,7,HTTP
53141,443,0,32,91,SSL
59641,3128,1,20,126,GOOGLE
443,36316,0,32,126,GOOGLE
443,49314,1,32,125,SKYPE
49628,80,0,32,178,AMAZON
4415,3128,0,20,7,HTTP
40276,443,1,32,126,GOOGLE
42856,443,0,32,126,GOOGLE
39821,80,0,32,178,AMAZON
41020,443,0,32,91,SSL
61379,3128,0,20,126,GOOGLE
51020,3128,0,20,131,HTTP_PROXY
3128,50669,1,20,7,HTTP
44078,443,0,32,126,GOOGLE
38458,443,1,32,124,YOUTUBE
3128,50265,1,20,7,HTTP
443,58966,0,32,126,GOOGLE
55613,3128,0,20,126,GOOGLE
55999,3128,0,20,130,HTTP_CONNECT
36792,443,0,32,70,YAHOO
49850,3128,0,20,124,YOUTUBE
56055,443,0,20,91,SSL
52713,3128,0,20,131,HTTP_PROXY
56740,443,0,32,126,GOOGLE
37791,443,0,32,91,SSL
57365,3128,0,20,131,HTTP_PROXY
57813,3128,0,20,212,MICROSOFT
34396,443,0,32,126,GOOGLE
48014,443,0,32,91,SSL
45194,443,0,32,121,DROPBOX
35779,443,1,32,91,SSL
61783,3128,0,20,131,HTTP_PROXY
61974,3128,0,20,126,GOOGLE
65429,3128,0,20,130,HTTP_CONNECT
51834,3128,0,20,131,HTTP_PROXY
50178,443,1,32,126,GOOGLE
3128,49814,0,20,131,HTTP_PROXY
55206,80,0,32,7,HTTP
52809,3128,0,20,7,HTTP
39688,443,0,32,126,GOOGLE
3128,49475,1,20,131,HTTP_PROXY
3128,59295,0,20,7,HTTP
3128,64705,1,20,7,HTTP
3128,50616,1,20,7,HTTP
42035,443,0,32,91,SSL
443,46833,1,32,126,GOOGLE
57972,3128,0,20,130,HTTP_CONNECT
443,40373,0,32,126,GOOGLE
33692,443,1,32,91,SSL
35345,443,0,32,91,SSL
64599,3128,0,20,131,HTTP_PROXY
53909,3128,0,20,131,HTTP_PROXY
62098,3128,0,20,126,GOOGLE
49761,3128,0,20,126,GOOGLE
60800,80,1,32,7,HTTP
52463,3128,0,20,131,HTTP_PROXY
49472,3128,0,20,131,HTTP_PROXY
4217,3128,0,32,130,HTTP_CONNECT
49690,3128,0,20,147,WINDOWS_UPDATE
59232,80,0,32,7,HTTP
35712,80,0,32,178,AMAZON
50276,3128,0,20,124,YOUTUBE
63367,3128,0,20,124,YOUTUBE
57256,443,0,32,126,GOOGLE
49567,3128,0,32,126,GOOGLE
35709,443,1,32,124,YOUTUBE
57735,80,0,32,7,HTTP
58555,3128,0,20,130,HTTP_CONNECT
52720,3128,0,32,147,WINDOWS_UPDATE
50810,3128,0,20,126,GOOGLE
53083,3128,0,20,131,HTTP_PROXY
54702,443,1,32,126,GOOGLE
3128,53089,0,20,131,HTTP_PROXY
54535,3128,0,20,130,HTTP_CONNECT
59933,443,0,32,91,SSL
1581,3128,1,20,126,GOOGLE
43424,443,0,32,120,TWITTER
49799,3128,0,20,126,GOOGLE
58656,443,1,32,91,SSL
47192,80,1,32,124,YOUTUBE
64484,3128,0,20,126,GOOGLE
61151,3128,0,20,131,HTTP_PROXY
42790,3128,0,20,124,YOUTUBE
54507,443,0,32,121,DROPBOX
38008,443,0,32,126,GOOGLE
58382,80,0,32,178,AMAZON
51862,3128,0,20,126,GOOGLE
3128,52202,1,20,131,HTTP_PROXY
443,49749,0,32,126,GOOGLE
3128,59805,1,20,130,HTTP_CONNECT
443,45582,0,32,126,GOOGLE
3128,57080,1,20,7,HTTP
43196,443,0,32,126,GOOGLE
443,57006,0,32,91,SSL
47733,443,0,32,126,GOOGLE
49432,443,0,32,124,YOUTUBE
59289,3128,0,20,124,YOUTUBE
36028,443,1,32,126,GOOGLE
443,42699,0,32,121,DROPBOX
53991,3128,0,20,131,HTTP_PROXY
3128,53575,1,20,7,HTTP
44272,443,0,32,126,GOOGLE
52581,443,0,32,212,MICROSOFT
50068,3128,0,20,126,GOOGLE
3128,65379,0,32,131,HTTP_PROXY
44785,443,0,32,91,SSL
51816,443,0,32,126,GOOGLE
3128,60795,1,20,7,HTTP
42617,80,0,32,7,HTTP
51148,3128,1,20,130,HTTP_CONNECT
35539,80,1,32,7,HTTP
49042,443,1,32,126,GOOGLE
56098,443,0,32,91,SSL
3128,60257,1,20,7,HTTP
34997,443,0,32,126,GOOGLE
55768,3128,0,20,126,GOOGLE
36360,80,1,32,7,HTTP
64118,3128,0,20,126,GOOGLE
55821,3128,0,20,130,HTTP_CONNECT
51132,3128,1,20,131,HTTP_PROXY
42207,80,0,32,126,GOOGLE
3128,49765,1,20,7,HTTP
49986,3128,0,20,131,HTTP_PROXY
49660,3128,1,32,130,HTTP_CONNECT
49389,3128,0,20,131,HTTP_PROXY
443,51973,0,32,126,GOOGLE
57507,443,0,20,91,SSL
80,57124,0,32,7,HTTP
49879,443,1,32,126,GOOGLE
443,54041,0,32,126,GOOGLE
56892,80,0,32,7,HTTP
60181,443,0,32,91,SSL
33246,443,0,32,126,GOOGLE
51223,3128,1,20,130,HTTP_CONNECT
443,59149,0,32,126,GOOGLE
56798,80,1,32,126,GOOGLE
33908,443,0,32,91,SSL
3128,55098,0,32,131,HTTP_PROXY
49925,3128,0,20,130,HTTP_CONNECT
443,33180,0,32,91,SSL
50758,3128,0,20,131,HTTP_PROXY
55394,3128,1,20,212,MICROSOFT
49641,3128,1,20,126,GOOGLE
3128,4343,1,32,7,HTTP
51453,80,0,32,178,AMAZON
3128,1186,0,20,7,HTTP
54480,3128,0,20,126,GOOGLE
63804,3128,0,20,131,HTTP_PROXY
38728,80,0,32,7,HTTP
47233,80,0,32,220,CLOUDFLARE
33722,443,0,20,91,SSL
54660,3128,0,20,126,GOOGLE
443,47356,0,32,126,GOOGLE
61893,3128,0,20,126,GOOGLE
3128,62273,1,20,91,SSL
1075,3128,0,20,126,GOOGLE
59363,3128,1,20,130,HTTP_CONNECT
3128,56131,1,20,7,HTTP
3128,55898,1,20,7,HTTP
54191,3128,1,20,130,HTTP_CONNECT
56331,3128,0,20,126,GOOGLE
55815,3128,0,20,131,HTTP_PROXY
51235,3128,0,20,131,HTTP_PROXY
49216,3128,0,20,131,HTTP_PROXY
53253,443,0,32,91,SSL
51853,443,0,32,126,GOOGLE
53439,443,0,32,125,SKYPE
50358,443,0,20,91,SSL
3933,3128,1,20,126,GOOGLE
52421,443,1,32,126,GOOGLE
54206,3128,0,32,131,HTTP_PROXY
3128,50583,1,20,131,HTTP_PROXY
50977,3128,0,20,212,MICROSOFT
49551,3128,0,20,131,HTTP_PROXY
63729,3128,0,20,130,HTTP_CONNECT
60173,443,1,32,126,GOOGLE
65453,3128,0,20,131,HTTP_PROXY
54717,3128,0,20,131,HTTP_PROXY
37560,80,0,32,7,HTTP
51761,3128,1,20,130,HTTP_CONNECT
50241,3128,0,20,122,GMAIL
33925,80,0,32,7,HTTP
33300,443,0,32,126,GOOGLE
4241,3128,0,20,126,GOOGLE
3128,59287,1,20,7,HTTP
3128,56516,1,20,130,HTTP_CONNECT
3128,50684,1,20,7,HTTP
50725,3128,0,20,130,HTTP_CONNECT
2499,3128,1,20,130,HTTP_CONNECT
35067,443,1,20,212,MICROSOFT
49828,3128,0,20,126,GOOGLE
58703,3128,0,20,126,GOOGLE
49537,443,0,32,126,GOOGLE
3128,2004,1,20,7,HTTP
54929,3128,0,20,131,HTTP_PROXY
58633,3128,0,20,120,TWITTER
58124,443,0,32,91,SSL
443,53436,0,32,121,DROPBOX
42097,80,1,32,126,GOOGLE
52188,3128,0,20,131,HTTP_PROXY
50159,3128,0,20,126,GOOGLE
4317,3128,1,20,131,HTTP_PROXY
53368,3128,0,20,131,HTTP_PROXY
62596,3128,0,32,131,HTTP_PROXY
50684,3128,0,20,126,GOOGLE
3128,5634,1,20,7,HTTP
60158,443,1,32,126,GOOGLE
49851,3128,0,20,126,GOOGLE
49513,3128,0,20,126,GOOGLE
54828,443,0,32,126,GOOGLE
51340,443,0,32,91,SSL
3128,53631,1,20,7,HTTP
3128,54893,1,20,7,HTTP
50411,3128,0,20,131,HTTP_PROXY
61572,3128,0,20,131,HTTP_PROXY
44146,443,0,32,124,YOUTUBE
63814,3128,0,20,130,HTTP_CONNECT
45037,80,0,32,178,AMAZON
50422,3128,1,20,70,YAHOO
53455,3128,0,20,125,SKYPE
64176,3128,0,20,126,GOOGLE
51442,443,0,32,126,GOOGLE
39171,3128,1,20,7,HTTP
42255,443,0,32,125,SKYPE
443,39527,0,32,126,GOOGLE
52869,80,1,32,7,HTTP
2044,3128,1,20,130,HTTP_CONNECT
36037,3128,0,20,126,GOOGLE
42150,80,1,32,7,HTTP
39444,443,0,32,126,GOOGLE
3128,50746,0,32,7,HTTP
55154,3128,0,20,147,WINDOWS_UPDATE
3128,50679,0,32,131,HTTP_PROXY
37751,443,0,32,126,GOOGLE
3128,54589,0,20,7,HTTP
57377,443,0,32,126,GOOGLE
3128,50189,1,20,7,HTTP
64185,3128,0,20,126,GOOGLE
50400,3128,0,20,124,YOUTUBE
41098,80,0,32,7,HTTP
80,37442,1,32,178,AMAZON
49721,3128,0,32,130,HTTP_CONNECT
48511,80,0,32,7,HTTP
1273,3128,0,32,91,SSL
59726,80,0,32,178,AMAZON
51202,3128,0,20,126,GOOGLE
3128,49777,0,20,131,HTTP_PROXY
3128,49307,1,20,126,GOOGLE
20896,3128,1,20,130,HTTP_CONNECT
56225,3128,0,20,131,HTTP_PROXY
2983,3128,1,32,130,HTTP_CONNECT
443,53248,0,32,126,GOOGLE
56934,443,0,32,124,YOUTUBE
55350,3128,0,20,130,HTTP_CONNECT
56302,443,0,20,91,SSL
3128,49722,0,20,131,HTTP_PROXY
49594,3128,0,20,212,MICROSOFT
57896,3128,1,20,131,HTTP_PROXY
54525,80,1,32,126,GOOGLE
46745,443,0,32,212,MICROSOFT
3128,56898,1,20,7,HTTP
56040,80,0,32,7,HTTP
3128,51673,1,20,7,HTTP
34021,443,0,32,91,SSL
40397,443,1,32,91,SSL
3128,53280,0,20,131,HTTP_PROXY
54111,3128,0,20,124,YOUTUBE
443,33647,0,32,126,GOOGLE
443,33028,0,32,126,GOOGLE
50093,3128,0,20,131,HTTP_PROXY
59018,443,0,32,91,SSL
56151,443,1,32,91,SSL
41813,443,1,32,91,SSL
59161,443,0,32,91,SSL
58735,3128,1,20,130,HTTP_CONNECT
55472,443,0,32,91,SSL
45350,80,0,32,178,AMAZON
3128,54095,1,20,7,HTTP
443,33356,1,32,91,SSL
443,51435,0,32,126,GOOGLE
49964,3128,1,20,212,MICROSOFT
52515,80,1,32,178,AMAZON
3080,3128,0,20,131,HTTP_PROXY
54945,3128,0,20,131,HTTP_PROXY
50810,80,0,32,7,HTTP
443,39091,0,32,126,GOOGLE
3128,1689,1,20,131,HTTP_PROXY
56781,80,1,32,7,HTTP
443,46231,0,32,91,SSL
3128,60948,1,20,7,HTTP
3128,54749,1,20,7,HTTP
3128,51727,0,20,131,HTTP_PROXY
39321,80,0,32,178,AMAZON
64622,3128,0,20,131,HTTP_PROXY
35674,80,0,32,7,HTTP
38617,443,1,32,126,GOOGLE
60258,443,0,32,91,SSL
49272,3128,0,20,126,GOOGLE
58953,443,0,32,126,GOOGLE
48653,443,1,32,124,YOUTUBE
51165,3128,1,20,126,GOOGLE
46277,443,1,32,126,GOOGLE
61905,3128,0,20,131,HTTP_PROXY
1881,3128,0,20,122,GMAIL
49802,3128,0,20,131,HTTP_PROXY
3128,53606,0,20,131,HTTP_PROXY
53010,3128,0,20,131,HTTP_PROXY
56655,3128,0,20,131,HTTP_PROXY
40080,443,1,32,126,GOOGLE
443,35059,0,32,178,AMAZON
56381,3128,0,20,124,YOUTUBE
47577,80,1,32,126,GOOGLE
50888,3128,0,20,131,HTTP_PROXY
50810,3128,0,20,131,HTTP_PROXY
54139,3128,0,20,131,HTTP_PROXY
33610,443,0,32,126,GOOGLE
48480,80,1,32,7,HTTP
46658,80,0,32,126,GOOGLE
45962,80,1,32,126,GOOGLE
33339,443,0,32,91,SSL
2227,3128,1,32,130,HTTP_CONNECT
35658,443,1,32,126,GOOGLE
49479,3128,0,20,126,GOOGLE
62774,3128,0,20,131,HTTP_PROXY
443,36074,0,32,91,SSL
60493,443,0,32,91,SSL
52785,443,1,32,124,YOUTUBE
3128,55174,0,20,131,HTTP_PROXY
58381,80,0,32,7,HTTP
51222,443,0,32,91,SSL
3128,55039,0,20,131,HTTP_PROXY
60005,3128,0,20,130,HTTP_CONNECT
3128,61362,1,20,7,HTTP
59582,3128,0,20,126,GOOGLE
59868,3128,0,20,130,HTTP_CONNECT
51259,3128,0,20,131,HTTP_PROXY
3128,49371,1,32,7,HTTP
55861,3128,1,20,126,GOOGLE
48653,443,0,32,124,YOUTUBE
49402,3128,1,20,126,GOOGLE
40158,80,0,32,7,HTTP
59967,443,0,32,91,SSL
38608,3128,0,32,131,HTTP_PROXY
3128,51539,0,32,131,HTTP_PROXY
3128,55487,1,20,7,HTTP
3128,51146,0,20,131,HTTP_PROXY
34993,443,0,32,91,SSL
57179,80,0,32,178,AMAZON
52728,443,1,32,126,GOOGLE
56243,3128,0,20,130,HTTP_CONNECT
60684,443,1,32,91,SSL
60661,80,1,32,220,CLOUDFLARE
3128,59021,0,20,131,HTTP_PROXY
60938,443,0,20,91,SSL
58792,3128,0,20,131,HTTP_PROXY
51668,3128,0,20,126,GOOGLE
2954,3128,0,32,130,HTTP_CONNECT
51407,3128,0,20,131,HTTP_PROXY
46354,80,0,32,7,HTTP
61296,3128,1,20,131,HTTP_PROXY
51117,443,0,32,178,AMAZON
49492,3128,0,20,126,GOOGLE
59818,80,0,32,7,HTTP
52015,3128,0,20,131,HTTP_PROXY
59910,3128,0,20,130,HTTP_CONNECT
443,48787,0,32,121,DROPBOX
47642,443,0,32,126,GOOGLE
53540,3128,0,20,7,HTTP
59700,3128,0,20,131,HTTP_PROXY
63984,3128,0,20,126,GOOGLE
49303,3128,0,20,126,GOOGLE
45967,443,0,32,126,GOOGLE
51271,3128,0,20,125,SKYPE
3128,1412,0,20,7,HTTP
3128,51884,1,20,7,HTTP
51754,3128,0,20,126,GOOGLE
65070,3128,0,20,126,GOOGLE
37718,80,0,32,212,MICROSOFT
443,45003,0,32,126,GOOGLE
3128,52752,0,20,131,HTTP_PROXY
50649,3128,0,20,126,GOOGLE
47523,80,0,32,7,HTTP
50191,3128,0,20,126,GOOGLE
62733,3128,0,20,131,HTTP_PROXY
59039,443,0,32,126,GOOGLE
57676,3128,0,20,131,HTTP_PROXY
50692,80,1,32,126,GOOGLE
3128,53385,0,20,7,HTTP
3128,52140,1,20,7,HTTP
50498,3128,0,20,130,HTTP_CONNECT
58780,80,1,32,7,HTTP
58859,443,0,32,126,GOOGLE
3128,50267,0,20,7,HTTP
49674,3128,0,20,212,MICROSOFT
56263,80,0,32,178,AMAZON
443,36875,1,32,126,GOOGLE
3128,2281,1,20,7,HTTP
34681,80,0,32,7,HTTP
3128,59986,1,20,7,HTTP
57650,80,0,32,7,HTTP
54783,3128,0,32,126,GOOGLE
49869,3128,0,20,131,HTTP_PROXY
36164,443,0,32,126,GOOGLE
39005,443,0,32,91,SSL
57075,3128,0,20,119,FACEBOOK
44982,443,1,32,91,SSL
48236,443,0,32,91,SSL
54944,53,0,20,5,DNS
51825,3128,0,32,131,HTTP_PROXY
55029,443,0,32,124,YOUTUBE
56457,3128,0,20,147,WINDOWS_UPDATE
3128,53988,1,20,7,HTTP
45544,80,1,32,126,GOOGLE
59508,443,0,32,126,GOOGLE
3128,37698,1,32,7,HTTP
1578,3128,0,20,126,GOOGLE
50970,443,1,32,91,SSL
33570,443,1,32,120,TWITTER
49926,443,1,32,119,FACEBOOK
64288,3128,0,20,130,HTTP_CONNECT
58296,3128,0,20,131,HTTP_PROXY
33006,443,0,32,126,GOOGLE
1457,3128,0,20,131,HTTP_PROXY
55613,443,0,32,68,MSN
51008,3128,0,20,131,HTTP_PROXY
50856,3128,0,20,131,HTTP_PROXY
53094,80,1,32,178,AMAZON
3128,54325,1,20,7,HTTP
48932,443,1,32,126,GOOGLE
53254,443,0,32,91,SSL
3128,62361,0,32,131,HTTP_PROXY
46048,443,1,32,126,GOOGLE
54470,3128,0,20,126,GOOGLE
3128,58215,1,20,7,HTTP
443,55917,0,32,126,GOOGLE
36110,443,1,32,212,MICROSOFT
50782,3128,0,20,130,HTTP_CONNECT
443,52136,0,32,121,DROPBOX
53388,443,0,32,126,GOOGLE
48251,443,0,32,91,SSL
50609,443,1,32,126,GOOGLE
48766,80,0,32,7,HTTP
59168,80,0,32,40,CONTENT_FLASH
3128,3313,1,32,7,HTTP
47796,80,0,32,178,AMAZON
36735,80,1,32,7,HTTP
51935,3128,0,20,126,GOOGLE
3128,50277,1,20,7,HTTP
34302,443,1,32,126,GOOGLE
49745,3128,0,20,126,GOOGLE
42801,443,0,32,91,SSL
36510,443,0,32,91,SSL
3128,37420,1,32,7,HTTP
58772,443,0,32,124,YOUTUBE
52917,3128,1,20,126,GOOGLE
3128,58323,0,20,131,HTTP_PROXY
50247,3128,0,20,126,GOOGLE
443,60784,0,32,126,GOOGLE
60932,443,0,32,91,SSL
38140,443,0,32,91,SSL
63094,3128,1,20,130,HTTP_CONNECT
60215,443,0,32,126,GOOGLE
52835,443,0,32,126,GOOGLE
3128,51034,1,20,131,HTTP_PROXY
43565,443,0,32,91,SSL
50166,80,0,32,7,HTTP
49690,3128,1,20,130,HTTP_CONNECT
3128,57187,0,20,7,HTTP
56982,443,0,20,212,MICROSOFT
49459,3128,0,20,126,GOOGLE
58020,443,0,32,91,SSL
3128,49496,1,20,91,SSL
50082,3128,0,20,131,HTTP_PROXY
57897,3128,0,20,130,HTTP_CONNECT
3128,60336,1,20,131,HTTP_PROXY
64895,3128,0,20,119,FACEBOOK
63538,3128,0,20,130,HTTP_CONNECT
49298,3128,0,20,126,GOOGLE
56656,443,0,32,124,YOUTUBE
57792,443,0,32,126,GOOGLE
3128,53474,1,20,7,HTTP
43359,443,0,20,91,SSL
51451,3128,0,20,130,HTTP_CONNECT
3128,4417,0,20,131,HTTP_PROXY
3128,49606,1,20,7,HTTP
35304,443,0,32,91,SSL
3128,63343,1,20,7,HTTP
2536,3128,0,20,122,GMAIL
443,33811,0,32,126,GOOGLE
62974,3128,1,20,130,HTTP_CONNECT
1306,3128,1,20,126,GOOGLE
60551,443,0,32,126,GOOGLE
50785,3128,0,20,130,HTTP_CONNECT
54385,3128,0,20,131,HTTP_PROXY
41738,80,0,32,7,HTTP
61611,3128,0,20,131,HTTP_PROXY
3128,51295,0,32,131,HTTP_PROXY
2981,3128,0,20,124,YOUTUBE
58463,80,1,32,126,GOOGLE
54747,443,0,32,126,GOOGLE
3007,3128,0,20,122,GMAIL
443,52086,0,32,126,GOOGLE
56063,3128,0,20,126,GOOGLE
2209,3128,0,20,120,TWITTER
443,58710,0,32,126,GOOGLE
53639,3128,0,20,126,GOOGLE
3128,50044,1,20,131,HTTP_PROXY
54567,80,0,32,68,MSN
54041,3128,1,20,131,HTTP_PROXY
51029,3128,0,20,130,HTTP_CONNECT
50278,3128,0,20,131,HTTP_PROXY
443,36269,0,32,121,DROPBOX
53600,3128,1,20,124,YOUTUBE
49990,3128,1,20,131,HTTP_PROXY
62017,3128,0,20,124,YOUTUBE
3128,49797,0,20,7,HTTP
55119,3128,0,20,131,HTTP_PROXY
62176,3128,0,20,126,GOOGLE
3128,56667,0,20,7,HTTP
443,45598,0,32,91,SSL
3128,51906,0,20,7,HTTP
40707,80,1,32,126,GOOGLE
51992,3128,0,20,131,HTTP_PROXY
62345,3128,0,20,121,DROPBOX
37670,443,0,32,91,SSL
39720,443,0,32,126,GOOGLE
45354,443,1,32,126,GOOGLE
443,37479,1,32,126,GOOGLE
3128,51701,1,20,7,HTTP
61842,3128,0,20,130,HTTP_CONNECT
51651,80,0,32,7,HTTP
40520,443,0,32,126,GOOGLE
51577,3128,0,20,130,HTTP_CONNECT
33864,443,0,32,91,SSL
41456,80,0,32,7,HTTP
51744,3128,0,20,124,YOUTUBE
52145,3128,0,20,125,SKYPE
64564,3128,0,20,126,GOOGLE
50912,443,0,32,91,SSL
51156,80,1,32,220,CLOUDFLARE
443,47088,0,32,91,SSL
3128,51810,1,20,7,HTTP
49532,3128,0,20,131,HTTP_PROXY
57328,3128,1,20,126,GOOGLE
61581,3128,0,20,126,GOOGLE
3128,53559,1,20,7,HTTP
47457,80,0,32,7,HTTP
56332,8089,1,32,7,HTTP
3128,49701,1,20,7,HTTP
48503,443,0,32,91,SSL
45347,443,0,32,68,MSN
56367,3128,1,20,130,HTTP_CONNECT
3128,54516,1,20,7,HTTP
54914,443,0,32,91,SSL
51428,80,0,32,178,AMAZON
42888,443,0,32,126,GOOGLE
52600,443,1,32,91,SSL
36397,443,0,32,126,GOOGLE
443,48246,1,32,91,SSL
60664,80,0,32,178,AMAZON
59920,3128,1,20,131,HTTP_PROXY
43567,443,0,32,126,GOOGLE
52597,3128,0,20,131,HTTP_PROXY
49663,3128,0,20,131,HTTP_PROXY
58512,3128,0,32,130,HTTP_CONNECT
53784,3128,0,20,130,HTTP_CONNECT
53173,3128,0,20,131,HTTP_PROXY
50121,3128,0,20,131,HTTP_PROXY
46333,443,1,32,91,SSL
53035,3128,0,20,131,HTTP_PROXY
40541,443,0,32,126,GOOGLE
50517,3128,0,20,131,HTTP_PROXY
50910,3128,0,20,131,HTTP_PROXY
40566,443,0,32,125,SKYPE
57255,3128,0,20,130,HTTP_CONNECT
